,userId,movieId,rating
219,321,2,5.0
220,322,2,3.0
221,323,2,4.0
222,330,2,1.5
223,353,2,4.0
224,357,2,3.0
225,359,2,3.5
226,373,2,3.0
227,380,2,5.0
228,381,2,4.0
229,395,2,3.0
230,411,2,4.0
231,414,2,3.0
232,425,2,3.0
233,426,2,4.5
234,432,2,4.0
235,434,2,2.5
236,436,2,4.0
237,446,2,3.0
238,447,2,5.0
239,448,2,3.0
240,458,2,4.0
241,470,2,3.0
242,474,2,3.0
243,475,2,4.5
244,476,2,4.0
245,477,2,4.0
246,480,2,3.0
247,482,2,4.5
248,483,2,4.0
249,484,2,2.5
250,489,2,2.5
251,517,2,3.0
252,523,2,4.5
253,525,2,3.5
254,527,2,4.0
255,534,2,4.5
256,559,2,4.0
257,561,2,4.0
258,563,2,2.5
259,566,2,4.0
260,570,2,3.5
261,573,2,4.5
262,586,2,4.0
263,590,2,2.5
264,592,2,4.0
265,594,2,4.0
266,599,2,2.5
267,600,2,4.0
268,602,2,4.0
269,604,2,5.0
270,605,2,3.5
271,608,2,2.0
272,1,3,4.0
273,6,3,5.0
274,19,3,3.0
275,32,3,3.0
276,42,3,4.0
277,43,3,5.0
278,51,3,4.0
279,58,3,3.0
280,64,3,3.5
281,68,3,2.0
282,91,3,3.0
283,100,3,3.5
284,102,3,5.0
285,116,3,3.5
286,117,3,3.0
287,151,3,3.0
288,169,3,5.0
289,179,3,4.0
290,217,3,1.0
291,226,3,3.5
292,240,3,4.0
293,288,3,4.0
294,294,3,1.0
295,307,3,3.5
296,308,3,0.5
297,321,3,3.0
298,330,3,3.0
299,337,3,4.0
300,368,3,3.0
301,410,3,4.0
302,414,3,4.0
303,448,3,3.0
304,470,3,3.0
305,477,3,3.0
306,480,3,2.5
307,492,3,4.0
308,552,3,1.0
309,555,3,5.0
310,588,3,3.0
311,590,3,3.0
312,594,3,4.0
313,599,3,1.5
314,608,3,2.0
315,6,4,3.0
316,84,4,3.0
317,262,4,1.0
318,411,4,2.0
319,600,4,1.5
320,6,5,5.0
321,43,5,5.0
322,45,5,3.0
323,58,5,4.0
324,66,5,4.0
325,68,5,2.0
326,84,5,3.0
327,103,5,4.0
328,111,5,3.5
329,117,5,3.0
330,121,5,3.0
331,169,5,5.0
332,181,5,3.0
333,200,5,4.0
334,229,5,3.0
335,288,5,2.0
336,321,5,3.0
337,337,5,4.0
338,353,5,3.0
339,414,5,2.0
340,437,5,2.0
341,448,5,3.0
342,458,5,3.0
343,470,5,3.0
344,474,5,1.5
345,483,5,2.5
346,489,5,2.0
347,490,5,0.5
348,492,5,3.0
349,509,5,1.5
350,561,5,3.0
351,590,5,2.0
352,600,5,2.5
353,604,5,3.0
354,1,6,4.0
355,6,6,4.0
356,11,6,5.0
357,18,6,4.0
358,23,6,4.0
359,24,6,4.5
360,28,6,3.5
361,32,6,3.0
362,45,6,4.0
363,57,6,3.0
364,62,6,4.5
365,64,6,4.5
366,68,6,4.0
367,79,6,4.0
368,82,6,3.5
369,84,6,4.0
370,91,6,5.0
371,102,6,3.0
372,105,6,4.0
373,109,6,3.0
374,112,6,4.5
375,117,6,3.0
376,121,6,5.0
377,140,6,5.0
378,160,6,2.0
379,166,6,3.5
380,181,6,3.0
381,182,6,4.5
382,191,6,4.0
383,195,6,4.0
384,199,6,4.0
385,202,6,5.0
386,217,6,2.0
387,219,6,3.5
388,220,6,3.5
389,239,6,5.0
390,244,6,5.0
391,266,6,4.0
392,274,6,4.0
393,282,6,4.0
394,286,6,4.5
395,294,6,3.0
396,297,6,5.0
397,305,6,3.5
398,308,6,1.0
399,312,6,4.0
400,313,6,3.0
401,314,6,3.0
402,317,6,5.0
403,318,6,4.0
404,325,6,4.0
405,336,6,4.0
406,337,6,5.0
407,339,6,4.0
408,353,6,4.0
409,362,6,4.0
410,368,6,4.0
411,372,6,5.0
412,373,6,5.0
413,380,6,5.0
414,385,6,3.0
415,386,6,3.0
416,391,6,4.0
417,414,6,3.0
418,425,6,4.0
419,434,6,4.0
420,437,6,5.0
421,438,6,5.0
422,469,6,3.0
423,470,6,3.0
424,474,6,3.0
425,480,6,4.0
426,486,6,5.0
427,492,6,3.0
428,493,6,4.0
429,524,6,4.0
430,553,6,5.0
431,559,6,5.0
432,561,6,4.0
433,573,6,4.5
434,577,6,4.0
435,580,6,4.0
436,588,6,5.0
437,590,6,3.5
438,592,6,3.0
439,597,6,3.0
440,599,6,4.5
441,602,6,3.0
442,603,6,4.0
443,604,6,3.0
444,610,6,5.0
445,6,7,4.0
446,19,7,2.0
447,32,7,4.0
448,33,7,1.0
449,42,7,3.0
450,43,7,5.0
451,45,7,3.0
452,51,7,4.0
453,58,7,5.0
454,68,7,2.0
455,84,7,3.0
456,95,7,3.0
457,117,7,4.0
458,169,7,4.5
459,177,7,1.0
460,179,7,3.0
461,181,7,3.0
462,199,7,3.0
463,262,7,3.0
464,280,7,4.5
465,286,7,3.5
466,304,7,4.0
467,314,7,4.0
468,337,7,3.0
469,411,7,3.0
470,414,7,3.0
471,470,7,3.0
472,474,7,3.0
473,489,7,4.0
474,492,7,3.0
475,510,7,1.0
476,541,7,4.0
477,566,7,4.0
478,597,7,1.0
479,599,7,2.5
480,600,7,3.5
481,606,7,2.5
482,6,8,3.0
483,20,8,1.0
484,43,8,5.0
485,274,8,3.0
486,372,8,2.0
487,414,8,3.0
488,436,8,3.0
489,151,9,4.0
490,179,9,3.0
491,217,9,3.0
492,337,9,5.0
493,353,9,3.0
494,428,9,2.0
495,437,9,3.0
496,464,9,2.5
497,492,9,5.0
498,599,9,1.5
499,6,10,3.0
500,11,10,3.0
501,19,10,2.0
502,21,10,5.0
503,34,10,5.0
504,42,10,5.0
505,43,10,4.0
506,57,10,3.0
507,59,10,3.0
508,63,10,3.0
509,68,10,4.5
510,82,10,3.5
511,84,10,3.0
512,91,10,3.5
513,93,10,4.0
514,94,10,3.0
515,104,10,3.0
516,117,10,3.0
517,119,10,4.0
518,136,10,5.0
519,144,10,3.0
520,160,10,1.0
521,166,10,4.5
522,174,10,3.0
523,178,10,4.0
524,181,10,2.0
525,182,10,3.5
526,186,10,4.0
527,195,10,4.0
528,200,10,4.5
529,202,10,4.0
530,217,10,4.0
531,219,10,4.5
532,220,10,4.0
533,226,10,4.0
534,229,10,4.0
535,232,10,3.0
536,235,10,2.0
537,240,10,3.0
538,244,10,5.0
539,262,10,2.0
540,274,10,4.0
541,282,10,3.5
542,284,10,4.0
543,288,10,3.0
544,292,10,3.5
545,294,10,3.0
546,301,10,4.0
547,304,10,4.0
548,307,10,2.5
549,313,10,4.0
550,314,10,3.0
551,322,10,4.0
552,331,10,3.0
553,334,10,3.5
554,353,10,3.0
555,354,10,3.5
556,361,10,3.5
557,368,10,3.0
558,372,10,3.0
559,376,10,4.5
560,380,10,5.0
561,385,10,3.0
562,386,10,3.0
563,387,10,3.5
564,391,10,3.0
565,395,10,3.0
566,408,10,4.5
567,411,10,3.0
568,414,10,3.0
569,419,10,3.5
570,425,10,3.0
571,434,10,3.5
572,438,10,4.0
573,446,10,3.0
574,447,10,3.0
575,448,10,4.0
576,452,10,4.0
577,453,10,2.0
578,458,10,4.0
579,462,10,3.0
580,469,10,2.0
581,470,10,3.0
582,476,10,3.0
583,480,10,4.0
584,483,10,2.0
585,486,10,4.0
586,489,10,2.5
587,517,10,0.5
588,520,10,4.0
589,522,10,4.5
590,524,10,4.0
591,534,10,4.0
592,541,10,4.0
593,559,10,3.0
594,566,10,3.0
595,570,10,3.5
596,573,10,4.5
597,580,10,3.5
598,584,10,5.0
599,588,10,3.0
600,590,10,3.5
601,592,10,3.0
602,597,10,3.0
603,599,10,3.5
604,602,10,3.0
605,608,10,4.0
606,6,11,4.0
607,33,11,2.0
608,38,11,5.0
609,42,11,5.0
610,43,11,4.0
611,45,11,3.0
612,57,11,3.0
613,68,11,4.5
614,84,11,4.0
615,89,11,2.5
616,94,11,3.0
617,100,11,4.0
618,109,11,4.0
619,113,11,3.0
620,117,11,4.0
621,121,11,4.0
622,140,11,4.0
623,156,11,3.0
624,169,11,4.0
625,174,11,5.0
626,177,11,3.0
627,181,11,5.0
628,199,11,4.0
629,201,11,4.0
630,202,11,4.0
631,235,11,4.0
632,239,11,5.0
633,263,11,4.0
634,290,11,4.0
635,304,11,5.0
636,314,11,5.0
637,322,11,4.0
638,345,11,2.5
639,353,11,4.0
640,357,11,3.5
641,372,11,4.0
642,373,11,2.0
643,387,11,2.5
644,404,11,4.0
645,410,11,3.0
646,411,11,4.0
647,414,11,5.0
648,438,11,4.0
649,446,11,4.0
650,455,11,4.0
651,469,11,3.0
652,474,11,2.5
653,476,11,3.0
654,489,11,1.5
655,500,11,1.0
656,514,11,4.0
657,541,11,4.0
658,566,11,5.0
659,570,11,3.5
660,579,11,3.0
661,587,11,4.0
662,590,11,3.0
663,594,11,5.0
664,597,11,3.0
665,599,11,2.5
666,602,11,3.0
667,606,11,2.5
668,607,11,3.0
669,19,12,1.0
670,151,12,3.0
671,217,12,3.0
672,273,12,1.0
673,274,12,3.5
674,288,12,2.0
675,294,12,1.0
676,337,12,3.0
677,351,12,5.0
678,380,12,4.0
679,448,12,2.0
680,492,12,3.0
681,524,12,1.0
682,571,12,1.0
683,599,12,1.5
684,6,13,3.0
685,19,13,3.0
686,20,13,4.0
687,288,13,2.0
688,304,13,4.0
689,328,13,3.0
690,476,13,3.0
691,509,13,3.0
692,84,14,4.0
693,109,14,4.0
694,182,14,4.0
695,337,14,3.0
696,372,14,4.0
697,385,14,3.0
698,437,14,3.0
699,470,14,4.0
700,474,14,3.0
701,492,14,3.0
702,602,14,5.0
703,604,14,4.0
704,6,15,4.0
705,19,15,2.0
706,93,15,4.0
707,136,15,5.0
708,284,15,4.0
709,314,15,2.0
710,414,15,2.0
711,541,15,3.0
712,559,15,3.0
713,592,15,4.0
714,599,15,1.5
715,606,15,3.5
716,6,16,4.0
717,18,16,4.5
718,28,16,2.5
719,42,16,5.0
720,64,16,5.0
721,68,16,3.5
722,88,16,4.5
723,91,16,4.5
724,100,16,4.5
725,103,16,5.0
726,105,16,4.5
727,109,16,4.0
728,111,16,4.5
729,112,16,4.5
730,121,16,5.0
731,136,16,5.0
732,177,16,3.0
733,181,16,3.0
734,182,16,5.0
735,187,16,4.0
736,191,16,4.0
737,195,16,4.0
738,201,16,4.0
739,226,16,4.5
740,239,16,4.5
741,240,16,3.0
742,266,16,5.0
743,274,16,4.5
744,282,16,4.0
745,287,16,2.0
746,298,16,4.0
747,305,16,4.5
748,307,16,4.5
749,310,16,1.0
750,312,16,4.0
751,317,16,5.0
752,330,16,3.5
753,332,16,3.5
754,337,16,4.0
755,339,16,4.5
756,357,16,3.5
757,362,16,4.0
758,368,16,4.0
759,372,16,4.0
760,373,16,4.0
761,380,16,3.0
762,385,16,3.0
763,386,16,4.0
764,405,16,4.0
765,413,16,5.0
766,414,16,3.0
767,427,16,4.0
768,437,16,5.0
769,446,16,3.0
770,448,16,5.0
771,453,16,3.0
772,462,16,3.5
773,464,16,4.5
774,474,16,4.0
775,480,16,4.0
776,482,16,2.0
777,483,16,4.0
778,510,16,1.0
779,514,16,3.5
780,553,16,5.0
781,580,16,4.5
782,585,16,5.0
783,588,16,4.0
784,599,16,3.0
785,602,16,3.0
786,603,16,4.0
787,608,16,4.5
788,610,16,4.5
789,6,17,4.0
790,33,17,4.0
791,38,17,3.0
792,40,17,5.0
793,68,17,3.5
794,84,17,5.0
795,94,17,1.0
796,100,17,4.5
797,112,17,0.5
798,117,17,3.0
799,132,17,3.0
800,144,17,4.0
801,156,17,4.0
802,166,17,4.0
803,182,17,4.0
804,191,17,5.0
805,198,17,3.0
806,227,17,3.5
807,246,17,5.0
808,262,17,3.0
809,263,17,5.0
810,266,17,1.0
811,275,17,5.0
812,288,17,3.5
813,301,17,4.0
814,304,17,3.0
815,314,17,4.0
816,323,17,3.5
817,337,17,4.0
818,346,17,4.0
819,357,17,5.0
820,404,17,4.0
821,412,17,5.0
822,414,17,4.0
823,437,17,4.0
824,445,17,3.5
825,446,17,5.0
826,474,17,5.0
827,488,17,5.0
828,489,17,4.5
829,509,17,3.0
830,517,17,0.5
831,566,17,5.0
832,572,17,5.0
833,579,17,5.0
834,590,17,3.5
835,594,17,4.0
836,597,17,3.0
837,599,17,3.5
838,600,17,3.5
839,603,17,3.0
840,604,17,4.0
841,606,17,4.0
842,66,18,4.0
843,68,18,2.0
844,95,18,3.5
845,103,18,5.0
846,109,18,3.0
847,179,18,4.0
848,182,18,5.0
849,256,18,5.0
850,307,18,3.0
851,318,18,3.0
852,380,18,4.0
853,414,18,3.0
854,483,18,4.0
855,489,18,2.0
856,599,18,3.0
857,606,18,4.0
858,6,19,2.0
859,19,19,2.0
860,21,19,2.5
861,40,19,2.0
862,42,19,2.0
863,45,19,4.5
864,58,19,1.0
865,64,19,3.5
866,66,19,3.0
867,68,19,1.5
868,91,19,2.0
869,94,19,2.0
870,100,19,1.0
871,103,19,3.5
872,112,19,4.0
873,117,19,2.0
874,121,19,2.0
875,122,19,3.5
876,136,19,3.0
877,139,19,1.0
878,141,19,2.0
879,144,19,3.0
880,156,19,3.0
881,177,19,2.0
882,179,19,3.0
883,200,19,3.5
884,217,19,1.0
885,219,19,2.5
886,222,19,3.5
887,226,19,3.5
888,229,19,3.0
889,240,19,5.0
890,249,19,3.5
891,274,19,4.0
892,280,19,3.0
893,284,19,4.0
894,292,19,1.5
895,294,19,2.0
896,307,19,4.0
897,308,19,1.0
898,318,19,3.5
899,321,19,3.0
900,323,19,2.5
901,325,19,2.0
902,353,19,4.0
903,357,19,2.0
904,369,19,4.0
905,373,19,1.0
906,376,19,2.0
907,377,19,2.0
908,380,19,5.0
909,381,19,2.5
910,408,19,3.5
911,428,19,1.0
912,432,19,2.0
913,438,19,3.0
914,448,19,2.0
915,470,19,3.0
916,475,19,4.0
917,477,19,3.0
918,480,19,1.5
919,483,19,3.5
920,489,19,2.0
921,495,19,4.5
922,509,19,4.0
923,520,19,1.0
924,524,19,3.0
925,534,19,4.0
926,541,19,2.0
927,552,19,3.5
928,555,19,3.0
929,559,19,2.0
930,584,19,3.0
931,590,19,2.0
932,592,19,4.0
933,599,19,3.0
934,600,19,3.0
935,602,19,2.0
936,604,19,1.0
937,606,19,2.0
938,608,19,2.0
939,78,20,3.0
940,199,20,2.0
941,217,20,2.0
942,239,20,3.5
943,249,20,3.5
944,274,20,3.5
945,284,20,1.0
946,326,20,3.5
947,386,20,2.0
948,448,20,3.0
949,464,20,4.0
950,524,20,2.0
951,588,20,2.0
952,599,20,1.5
953,4,21,3.0
954,6,21,2.0
955,28,21,3.0
956,32,21,4.0
957,33,21,4.0
958,38,21,3.0
959,40,21,4.0
960,42,21,4.0
961,45,21,4.0
962,57,21,3.0
963,58,21,4.0
964,66,21,4.0
965,84,21,4.0
966,91,21,4.0
967,94,21,3.0
968,102,21,3.0
969,109,21,3.0
970,112,21,2.0
971,115,21,4.0
972,117,21,4.0
973,135,21,3.0
974,140,21,4.0
975,156,21,5.0
976,181,21,2.0
977,182,21,2.5
978,191,21,4.0
979,199,21,4.0
980,216,21,3.0
981,219,21,3.5
982,229,21,4.0
983,235,21,4.0
984,239,21,4.0
985,262,21,3.0
986,266,21,4.0
987,273,21,5.0
988,275,21,5.0
989,284,21,3.0
990,288,21,4.0
991,294,21,3.0
992,301,21,4.0
993,304,21,4.0
994,307,21,2.5
995,308,21,1.0
996,314,21,3.0
997,321,21,3.0
998,356,21,3.5
999,368,21,3.0
1000,372,21,3.0
1001,373,21,1.0
1002,380,21,2.0
1003,385,21,5.0
1004,386,21,4.0
1005,404,21,3.0
1006,410,21,3.0
1007,411,21,4.0
1008,414,21,4.0
1009,438,21,3.5
1010,446,21,3.0
1011,448,21,2.0
1012,453,21,3.0
1013,458,21,5.0
1014,462,21,4.0
1015,470,21,3.0
1016,474,21,4.0
1017,480,21,2.5
1018,486,21,4.0
1019,489,21,2.5
1020,524,21,3.0
1021,555,21,4.0
1022,566,21,4.0
1023,572,21,5.0
1024,587,21,4.0
1025,588,21,3.0
1026,592,21,3.0
1027,597,21,5.0
1028,599,21,4.0
1029,602,21,4.0
1030,603,21,5.0
1031,608,21,3.5
1032,6,22,5.0
1033,42,22,5.0
1034,58,22,3.0
1035,64,22,3.5
1036,91,22,3.5
1037,121,22,3.0
1038,140,22,3.0
1039,160,22,1.0
1040,181,22,3.0
1041,217,22,3.0
1042,226,22,2.0
1043,274,22,3.5
1044,297,22,2.0
1045,307,22,2.0
1046,314,22,3.0
1047,323,22,3.0
1048,325,22,3.0
1049,353,22,5.0
1050,368,22,3.0
1051,373,22,3.0
1052,386,22,3.0
1053,411,22,3.0
1054,414,22,3.0
1055,428,22,2.5
1056,429,22,4.0
1057,474,22,3.0
1058,489,22,3.5
1059,504,22,3.5
1060,514,22,3.0
1061,541,22,4.0
1062,580,22,4.0
1063,584,22,4.0
1064,588,22,3.0
1065,602,22,3.0
1066,604,22,3.0
1067,28,23,1.5
1068,43,23,5.0
1069,102,23,3.0
1070,136,23,5.0
1071,140,23,3.0
1072,182,23,3.5
1073,239,23,3.5
1074,274,23,3.5
1075,314,23,3.0
1076,414,23,2.0
1077,464,23,3.0
1078,483,23,3.0
1079,524,23,2.0
1080,599,23,1.0
1081,604,23,4.0
1082,6,24,4.0
1083,32,24,3.0
1084,111,24,2.5
1085,181,24,3.0
1086,198,24,4.0
1087,201,24,4.0
1088,234,24,5.0
1089,263,24,3.0
1090,266,24,1.0
1091,274,24,3.5
1092,290,24,3.0
1093,307,24,2.0
1094,321,24,4.0
1095,337,24,5.0
1096,342,24,3.0
1097,414,24,3.0
1098,474,24,3.0
1099,477,24,4.0
1100,479,24,3.0
1101,483,24,2.5
1102,555,24,5.0
1103,592,24,4.0
1104,599,24,2.5
1105,600,24,2.0
1106,608,24,2.0
1107,6,25,3.0
1108,32,25,4.0
1109,33,25,3.0
1110,36,25,2.5
1111,64,25,3.5
1112,68,25,3.5
1113,84,25,5.0
1114,91,25,2.0
1115,95,25,5.0
1116,108,25,4.0
1117,109,25,5.0
1118,112,25,2.5
1119,113,25,1.0
1120,121,25,4.0
1121,144,25,3.0
1122,156,25,4.0
1123,171,25,5.0
1124,178,25,4.5
1125,181,25,1.0
1126,182,25,4.5
1127,187,25,3.0
1128,191,25,5.0
1129,195,25,4.0
1130,198,25,4.0
1131,199,25,5.0
1132,201,25,5.0
1133,235,25,5.0
1134,262,25,3.0
1135,265,25,1.0
1136,275,25,3.0
1137,282,25,4.0
1138,290,25,4.0
1139,305,25,3.0
1140,308,25,1.0
1141,330,25,4.5
1142,337,25,4.0
1143,353,25,4.0
1144,372,25,4.0
1145,373,25,5.0
1146,385,25,3.0
1147,386,25,2.0
1148,391,25,5.0
1149,405,25,4.0
1150,414,25,3.0
1151,432,25,4.5
1152,437,25,4.0
1153,446,25,3.0
1154,462,25,3.0
1155,464,25,4.0
1156,474,25,3.5
1157,524,25,3.0
1158,552,25,3.0
1159,566,25,2.0
1160,570,25,4.0
1161,580,25,4.0
1162,588,25,3.0
1163,602,25,4.0
1164,603,25,4.0
1165,604,25,3.0
1166,607,25,3.0
1167,6,26,4.0
1168,32,26,4.0
1169,40,26,4.0
1170,68,26,3.0
1171,117,26,4.0
1172,182,26,4.0
1173,262,26,3.0
1174,314,26,4.0
1175,470,26,3.0
1176,474,26,3.5
1177,483,26,4.0
1178,488,26,2.5
1179,599,26,2.5
1180,6,27,3.0
1181,280,27,4.5
1182,307,27,2.5
1183,337,27,5.0
1184,414,27,2.0
1185,458,27,5.0
1186,474,27,2.0
1187,33,28,5.0
1188,100,28,4.5
1189,177,28,2.5
1190,246,28,4.5
1191,262,28,5.0
1192,474,28,4.5
1193,509,28,3.5
1194,594,28,4.5
1195,603,28,5.0
1196,605,28,4.0
1197,606,28,3.5
1198,23,29,4.0
1199,43,29,5.0
1200,66,29,4.5
1201,91,29,4.0
1202,95,29,5.0
1203,132,29,2.0
1204,171,29,5.0
1205,182,29,4.0
1206,187,29,4.0
1207,202,29,4.0
1208,221,29,4.5
1209,246,29,5.0
1210,260,29,4.0
1211,267,29,4.0
1212,268,29,5.0
1213,274,29,4.0
1214,287,29,4.5
1215,313,29,4.0
1216,318,29,3.5
1217,323,29,3.5
1218,325,29,4.0
1219,330,29,3.0
1220,387,29,3.5
1221,391,29,5.0
1222,469,29,4.0
1223,474,29,3.5
1224,483,29,5.0
1225,555,29,4.0
1226,599,29,3.5
1227,600,29,4.5
1228,602,29,2.0
1229,603,29,2.0
1230,606,29,4.5
1231,325,30,4.0
1232,527,30,1.0
1233,603,30,4.0
1234,6,31,3.0
1235,28,31,2.5
1236,40,31,4.0
1237,47,31,3.0
1238,58,31,4.0
1239,68,31,3.5
1240,84,31,3.0
1241,104,31,4.0
1242,109,31,3.0
1243,117,31,3.0
1244,131,31,3.0
1245,159,31,3.5
1246,181,31,3.0
1247,240,31,4.0
1248,282,31,4.5
1249,307,31,1.5
1250,314,31,3.0
1251,337,31,5.0
1252,362,31,4.0
1253,372,31,2.0
1254,387,31,2.5
1255,411,31,4.0
1256,414,31,3.0
1257,426,31,5.0
1258,437,31,4.0
1259,447,31,4.0
1260,464,31,4.0
1261,474,31,3.0
1262,479,31,3.0
1263,483,31,2.0
1264,534,31,3.5
1265,561,31,2.5
1266,599,31,2.0
1267,608,31,3.0
1268,4,32,2.0
1269,6,32,4.0
1270,18,32,4.0
1271,19,32,4.0
1272,23,32,3.5
1273,24,32,3.5
1274,28,32,3.5
1275,32,32,4.0
1276,33,32,3.0
1277,39,32,3.0
1278,45,32,4.5
1279,50,32,3.0
1280,57,32,4.0
1281,58,32,5.0
1282,63,32,3.0
1283,64,32,4.0
1284,66,32,5.0
1285,78,32,3.5
1286,80,32,4.0
1287,91,32,4.0
1288,94,32,5.0
1289,95,32,4.0
1290,105,32,3.5
1291,109,32,4.0
1292,112,32,5.0
1293,115,32,5.0
1294,117,32,3.0
1295,122,32,5.0
1296,132,32,3.0
1297,135,32,5.0
1298,144,32,4.0
1299,149,32,4.0
1300,160,32,5.0
1301,166,32,4.0
1302,171,32,5.0
1303,174,32,3.0
1304,179,32,4.0
1305,182,32,4.0
1306,191,32,5.0
1307,195,32,4.0
1308,198,32,5.0
1309,201,32,4.0
1310,202,32,4.0
1311,219,32,3.5
1312,220,32,4.5
1313,221,32,5.0
1314,222,32,3.0
1315,226,32,4.0
1316,227,32,4.5
1317,235,32,4.0
1318,239,32,5.0
1319,247,32,3.0
1320,249,32,5.0
1321,254,32,4.5
1322,264,32,1.0
1323,265,32,4.0
1324,266,32,4.0
1325,273,32,5.0
1326,274,32,4.0
1327,275,32,5.0
1328,282,32,4.0
1329,284,32,5.0
1330,288,32,5.0
1331,292,32,2.0
1332,298,32,4.0
1333,304,32,4.0
1334,305,32,5.0
1335,307,32,3.5
1336,312,32,4.0
1337,313,32,4.0
1338,314,32,3.0
1339,317,32,4.0
1340,318,32,4.5
1341,323,32,2.5
1342,325,32,4.0
1343,330,32,5.0
1344,332,32,2.5
1345,337,32,4.0
1346,339,32,3.0
1347,345,32,3.5
1348,353,32,5.0
1349,354,32,4.0
1350,372,32,4.0
1351,373,32,4.0
1352,376,32,5.0
1353,377,32,4.5
1354,380,32,5.0
1355,381,32,3.5
1356,385,32,4.0
1357,386,32,3.0
1358,387,32,3.5
1359,391,32,4.0
1360,405,32,4.5
1361,414,32,5.0
